user_ID,movie 1,movie 2,movie 3,movie 4,movie 5,movie 6,movie 7,movie 8,movie 9,movie 10,movie 11,movie 12,movie 13,movie 14,movie 15,movie 16,movie 17,movie 18,movie 19,movie 20,movie 21,movie 22,movie 23,movie 24,movie 25
509,"History of Future Folk, The (2012)","Dilemma, The (2011)",Middle Men (2009),The Mule (2014),"Fantastic Fear of Everything, A (2012)",Syrup (2013),Sharknado 3: Oh Hell No! (2015),The Walk (2015),Hop (2011),It Runs in the Family (2003),Wallace & Gromit: A Close Shave (1995),Made of Honor (2008),Let's Be Cops (2014),Premium Rush (2012),Walking Tall (2004),Muppets Most Wanted (2014),"Inbetweeners Movie, The (2011)",G.I. Joe: Retaliation (2013),R.I.P.D. (2013),Project X (2012),Earthsea (Legend of Earthsea) (2004),"Hunt For Gollum, The (2009)",FairyTale: A True Story (1997),Cirque du Freak: The Vampire's Assistant (2009),Alice (2009)
510,"Trip to Bountiful, The (1985)",Star Wars: Episode VI - Return of the Jedi (1983),"Weather Underground, The (2002)","Fog, The (2005)","Cave, The (2005)","Anniversary Party, The (2001)",Leprechaun 3 (1995),Renaissance (2006),Slasher (2004),Let the Bullets Fly (2010),Sky High (2003),Leprechaun 4: In Space (1997),"Chase, The (1994)",I'm Here (2010),Leprechaun 2 (1994),Phantom Thread (2017),Gotti (1996),"Legend of Sleepy Hollow, The (1980)","Legend of Sleepy Hollow, The (1949)",Electroma (2006),"Chaser, The (Chugyeogja) (2008)",Let It Be Me (1995),Vampire Hunter D (1985),"Ledge, The (2011)",Paper Clips (2004)
511,Avengers: Infinity War - Part I (2018),Indiana Jones and the Last Crusade (1989),Guardians of the Galaxy 2 (2017),Untitled Spider-Man Reboot (2017),Pulp Fiction (1994),Ali G Indahouse (2002),Haywire (2011),Spider-Man 2 (2004),WALL·E (2008),Minority Report (2002),Blade Runner 2049 (2017),This Is the End (2013),Avatar (2009),Chronicle (2012),"Silence of the Lambs, The (1991)",Star Wars: Episode V - The Empire Strikes Back (1980),Star Wars: Episode VI - Return of the Jedi (1983),Men in Black (a.k.a. MIB) (1997),Man of Steel (2013),Batman Begins (2005),American Beauty (1999),Daredevil (2003),Rise of the Planet of the Apes (2011),Star Wars: The Last Jedi (2017),Gladiator (2000)
512,"Terminator, The (1984)",Star Trek: Generations (1994),Dave (1993),Independence Day (a.k.a. ID4) (1996),Judge Dredd (1995),Star Wars: Episode VI - Return of the Jedi (1983),Babe (1995),Reservoir Dogs (1992),While You Were Sleeping (1995),GoldenEye (1995),Fargo (1996),Goodfellas (1990),Aliens (1986),Indiana Jones and the Last Crusade (1989),"American President, The (1995)","Godfather, The (1972)",Mission: Impossible (1996),Léon: The Professional (a.k.a. The Professional) (Léon) (1994),"Godfather: Part II, The (1974)","Lord of the Rings: The Return of the King, The (2003)",Saving Private Ryan (1998),Fight Club (1999),"Lord of the Rings: The Fellowship of the Ring, The (2001)",Toy Story (1995),Memento (2000)
513,Star Wars: Episode V - The Empire Strikes Back (1980),Star Trek IV: The Voyage Home (1986),Star Trek III: The Search for Spock (1984),Finding Nemo (2003),Spider-Man 2 (2004),"Incredibles, The (2004)",Minority Report (2002),Star Wars: Episode II - Attack of the Clones (2002),Shrek 2 (2004),"Matrix, The (1999)",Forrest Gump (1994),Star Trek VI: The Undiscovered Country (1991),Monty Python and the Holy Grail (1975),Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981),"Beautiful Mind, A (2001)",X2: X-Men United (2003),Star Trek: First Contact (1996),Saving Private Ryan (1998),Star Trek: The Motion Picture (1979),Pirates of the Caribbean: The Curse of the Black Pearl (2003),"Matrix Reloaded, The (2003)",Die Hard: With a Vengeance (1995),Kill Bill: Vol. 1 (2003),Batman Begins (2005),Ocean's Eleven (2001)
514,Weekend at Bernie's II (1993),"Principal, The (1987)",Man's Best Friend (1993),Comic Book Villains (2002),"Gas, Food, Lodging (1992)",Tully (2000),Let It Ride (1989),Leonard Part 6 (1987),"Babe, The (1992)",Kuffs (1992),"Wizard, The (1989)","Machine Girl, The (Kataude mashin gâru) (2008)",From Paris with Love (2010),Gonzo: The Life and Work of Dr. Hunter S. Thompson (2008),Red Heat (1988),Alice (1990),"See No Evil, Hear No Evil (1989)",Jeepers Creepers 2 (2003),Identity Thief (2013),Dead Snow (Død snø) (2009),"Great Outdoors, The (1988)",Thor: Ragnarok (2017),Mannequin (1987),"Monsters, Inc. (2001)",Amityville 3-D (1983)
515,Star Wars: Episode VI - Return of the Jedi (1983),Avengers: Infinity War - Part I (2018),Untitled Spider-Man Reboot (2017),Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981),Up (2009),Pulp Fiction (1994),Iron Man 2 (2010),Solo: A Star Wars Story (2018),Indiana Jones and the Last Crusade (1989),Sin City (2005),"Babe, The (1992)",My Boyfriend's Back (1993),"Adventures of Ford Fairlane, The (1990)","Gas, Food, Lodging (1992)",Leonard Part 6 (1987),"Principal, The (1987)",Man's Best Friend (1993),Ariel (1988),Take Shelter (2011),Kuffs (1992),Push (2009),Comic Book Villains (2002),Let It Ride (1989),Tully (2000),Star Wars: Episode I - The Phantom Menace (1999)
516,Star Wars: Episode V - The Empire Strikes Back (1980),Star Wars: Episode VI - Return of the Jedi (1983),Terminator 2: Judgment Day (1991),"Monsters, Inc. (2001)",Forrest Gump (1994),Class (1983),Nightbreed (1990),Body Double (1984),Sisters (1973),Performance (1970),September (1987),"Young and the Damned, The (Olvidados, Los) (1950)","Passion of Anna, The (Passion, En) (1969)","Scent of Green Papaya, The (Mùi du du xhan - L'odeur de la papaye verte) (1993)",Stroszek (1977),800 Bullets (800 Balas) (2002),Billy Liar (1963),Aqua Teen Hunger Force Colon Movie Film for Theaters (2007),Another Woman (1988),Through a Glass Darkly (Såsom i en spegel) (1961),Mouchette (1967),Bunny Lake Is Missing (1965),"Thief of Bagdad, The (1940)",Phantasm III: Lord of the Dead (1994),Polyester (1981)
517,How Do You Know (2010),Batman: Gotham Knight (2008),Rocky III (1982),My Man Godfrey (1936),Doctor Who: The Runaway Bride (2007),Police Academy 4: Citizens on Patrol (1987),That's My Boy (2012),Dark Blue (2003),Gangster No. 1 (2000),Mad Dog and Glory (1993),My First Mister (2001),Real Women Have Curves (2002),Stone Reader (2002),"History Boys, The (2006)",Biloxi Blues (1988),Gross Anatomy (a.k.a. A Cut Above) (1989),Northfork (2003),Serving Sara (2002),All the Real Girls (2003),18 Again! (1988),Stevie (2002),The Second Best Exotic Marigold Hotel (2015),Barefoot (2014),Enough Said (2013),Fire with Fire (2012)
518,Shrek (2001),X-Men: The Last Stand (2006),Spider-Man 2 (2004),Star Trek III: The Search for Spock (1984),X-Men (2000),Spider-Man (2002),Star Trek II: The Wrath of Khan (1982),Sin City (2005),Minority Report (2002),Kill Bill: Vol. 1 (2003),Shrek 2 (2004),"Lord of the Rings: The Return of the King, The (2003)",Catch Me If You Can (2002),Evil Dead II (Dead by Dawn) (1987),Star Trek V: The Final Frontier (1989),Star Trek IV: The Voyage Home (1986),Kill Bill: Vol. 2 (2004),"Lord of the Rings: The Two Towers, The (2002)","I, Robot (2004)",Pirates of the Caribbean: The Curse of the Black Pearl (2003),Broadcast News (1987),"Lord of the Rings: The Fellowship of the Ring, The (2001)",Ocean's Eleven (2001),Harry Potter and the Prisoner of Azkaban (2004),Batman Begins (2005)
519,Pulp Fiction (1994),"Silence of the Lambs, The (1991)","Bourne Identity, The (2002)",Ferris Bueller's Day Off (1986),Horrible Bosses 2 (2014),Pirates of the Caribbean: The Curse of the Black Pearl (2003),The DUFF (2015),"Usual Suspects, The (1995)",Hall Pass (2011),The Interview (2014),Schindler's List (1993),"Internship, The (2013)",Mrs. Doubtfire (1993),Knocked Up (2007),Get Hard (2015),Fight Club (1999),Shrek (2001),Speed (1994),"Avengers, The (2012)",Minority Report (2002),"Matrix, The (1999)",Braveheart (1995),Kill Bill: Vol. 1 (2003),WALL·E (2008),Indiana Jones and the Temple of Doom (1984)
520,"Godfather: Part II, The (1974)",Manon of the Spring (Manon des sources) (1986),Saving Silverman (Evil Woman) (2001),"Island, The (2005)",Black Sea (2015),Che: Part One (2008),"Walk Among the Tombstones, A (2014)","Book Thief, The (2013)",Homefront (2013),Agora (2009),Che: Part Two (2008),Battle For Sevastopol (2015),Genius (2016),Woman in Gold (2015),ARQ (2016),SORI: Voice from the Heart (2016),Trumbo (2015),Up (2009),Braveheart (1995),Django Unchained (2012),X2: X-Men United (2003),Face/Off (1997),Die Hard (1988),Always (1989),"Woman in Red, The (1984)"
521,Reservoir Dogs (1992),Goodfellas (1990),"Terminator, The (1984)",Braveheart (1995),"Godfather, The (1972)",Live Nude Girls (1995),Star Wars: Episode V - The Empire Strikes Back (1980),Apocalypse Now (1979),Forrest Gump (1994),Terminator 2: Judgment Day (1991),American Beauty (1999),Pulp Fiction (1994),Taxi Driver (1976),Back to the Future (1985),L.A. Confidential (1997),Trainspotting (1996),"Godfather: Part II, The (1974)","Clockwork Orange, A (1971)","Fifth Element, The (1997)",Star Wars: Episode I - The Phantom Menace (1999),Billy Madison (1995),Seven (a.k.a. Se7en) (1995),Speed (1994),"Wizard of Oz, The (1939)",Cheech & Chong's The Corsican Brothers (1984)
522,"Maxed Out: Hard Times, Easy Credit and the Era of Predatory Lenders (2006)",Superman/Batman: Public Enemies (2009),Geostorm (2017),LEGO Batman: The Movie - DC Heroes Unite (2013),Shin Godzilla (2016),Dragon Ball GT: A Hero's Legacy (Doragon bôru GT: Gokû gaiden! Yûki no akashi wa sû-shin-chû) (1997),Son of the Mask (2005),Teenage Mutant Ninja Turtles: Turtles Forever (2009),Justice League: Doom (2012) ,Ringu 0: Bâsudei (2000),Dante's Inferno: An Animated Epic (2010),The Death of Stalin (2017),Power Rangers (2017),Infernal Affairs 2 (Mou gaan dou II) (2003),Batman: Assault on Arkham (2014),Superman/Doomsday (2007) ,Final Flight of the Osiris (2003),Whisper of the Heart (Mimi wo sumaseba) (1995),Joe Dirt 2: Beautiful Loser (2015),No Way Jose (2015),Entourage (2015),"Brothers Solomon, The (2007)",Senseless (1998),Aloha (2015),The Butterfly Effect 3: Revelations (2009)
523,Asterix and Cleopatra (Astérix et Cléopâtre) (1968),Unbelievable Adventures of Italians in Russia (1974),"Diamond Arm, The (Brilliantovaya ruka) (1968)",Office Romance (1977),Wallace & Gromit: The Wrong Trousers (1993),Pulp Fiction (1994),Star Trek Beyond (2016),Escaflowne: The Movie (Escaflowne) (2000),Neon Genesis Evangelion: Death & Rebirth (Shin seiki Evangelion Gekijô-ban: Shito shinsei) (1997),Steamboy (Suchîmubôi) (2004),Man of Steel (2013),"Green Hornet, The (2011)",Resident Evil: Extinction (2007),"Chronicles of Narnia: The Lion, the Witch and the Wardrobe, The (2005)","Silence of the Lambs, The (1991)",X-Men: Apocalypse (2016),"Illusionist, The (L'illusionniste) (2010)",Batman Begins (2005),"Monsters, Inc. (2001)",Thor: The Dark World (2013),Blade: Trinity (2004),"Usual Suspects, The (1995)",Charlie and the Chocolate Factory (2005),Shrek 2 (2004),Batman (1989)
524,Born in East L.A. (1987),"Beast of War, The (Beast, The) (1988)",Maelström (2000),Prozac Nation (2001),Paranoid Park (2007),Where the Day Takes You (1992),"Battle of Shaker Heights, The (2003)",Molly's Game (2017),"January Man, The (1989)",From the Hip (1987),Crime and Punishment in Suburbia (2000),"Boys of Baraka, The (2005)",Falling Angels (2003),Masked & Anonymous (2003),Shine a Light (2008),Step Into Liquid (2002),Glory Daze (1995),"Dancer, Texas Pop. 81 (1998)",Chasing Papi (a.k.a. Papi Chulo) (2003),Total Recall (1990),Mrs. Doubtfire (1993),Pulp Fiction (1994),Outbreak (1995),Saving Private Ryan (1998),"Fifth Element, The (1997)"
525,Iron Man 2 (2010),Rude Boy (1980),"Revolution Will Not Be Televised, The (a.k.a. Chavez: Inside the Coup) (2003)",Won't You Be My Neighbor? (2018),Fat City (1972),Devil Dog: The Hound of Hell (1978),Who Killed Chea Vichea? (2010),Burma VJ: Reporting from a Closed Country (Burma VJ: Reporter i et lukket land) (2008),"Double, The (2013)",Keep the River on Your Right: A Modern Cannibal Tale (2000),First Reformed (2017),Quest (2017),Army of Shadows (L'armée des ombres) (1969),"Octagon, The (1980)","Harder They Fall, The (1956)",Wiener-Dog (2016),The Town that Dreaded Sundown (2014),"Unknown Known, The (2013)",We Could Be King (2014),My Architect: A Son's Journey (2003),"Wild Parrots of Telegraph Hill, The (2003)",Promises (2001),One Day in September (1999),Tuesdays with Morrie (1999),"Eyes of Tammy Faye, The (2000)"
526,Fruitvale Station (2013),Take Shelter (2011),Down in the Valley (2005),Ariel (1988),Push (2009),Three Colors: Blue (Trois couleurs: Bleu) (1993),Iron Man (2008),Forrest Gump (1994),Spider-Man 2 (2004),Edge of Tomorrow (2014),A Million Ways to Die in the West (2014),Shrek 2 (2004),"Sixth Sense, The (1999)","Monsters, Inc. (2001)",American History X (1998),"Passage to India, A (1984)",Lenny (1974),Venus (2006),Deliver Us from Evil (2006),Salaam Bombay! (1988),Star Wars: Episode VI - Return of the Jedi (1983),Superbad (2007),Harry Potter and the Prisoner of Azkaban (2004),Three Colors: Red (Trois couleurs: Rouge) (1994),Jurassic Park (1993)
527,Heart Condition (1990),Inferno (1980),"Avventura, L' (Adventure, The) (1960)","Hairdresser's Husband, The (Le mari de la coiffeuse) (1990)",Cannonball Run II (1984),"Land That Time Forgot, The (1975)",Condorman (1981),Junebug (2005),Harry Potter and the Prisoner of Azkaban (2004),Pulp Fiction (1994),Body Parts (1991),"Unforgettable Summer, An (Un été inoubliable) (1994)",Puppet Master 5: The Final Chapter (1994),Puppet Master II (1991),"Gate, The (1987)",Band of the Hand (1986),Puppet Master 4 (1993),Private School (1983),"Man with the Golden Arm, The (1955)",Halloween 4: The Return of Michael Myers (1988),Carnosaur 3: Primal Species (1996),Caligula (1979),Denise Calls Up (1995),Lonely Are the Brave (1962),Hombre (1967)
528,Muppets Most Wanted (2014),R.I.P.D. (2013),Harry Potter and the Half-Blood Prince (2009),Sex Tape (2014),The Boss (2016),"Order, The (2001)",Emerald Green (2016),Paradox (2010),Battle Planet (2008),Fire and Ice (2008),Ruby Red (2013),Babylon 5: The River of Souls (1998),Iron Soldier (2010),A Midsummer Night's Dream (2016),Dragons: Gift of the Night Fury (2011),Dragonheart 3: The Sorcerer's Curse (2015),Babylon 5: The Gathering (1993),Cargo (2009),Dragonheart 2: A New Beginning (2000),Babylon 5: The Legend of the Rangers: To Live and Die in Starlight (2002),Babylon 5: The Lost Tales - Voices in the Dark (2007),"Water Horse: Legend of the Deep, The (2007)",In the Name of the King III (2014),Sapphire Blue (2014),"Shaggy Dog, The (2006)"
529,Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981),"Matrix, The (1999)",Indiana Jones and the Last Crusade (1989),Star Wars: Episode I - The Phantom Menace (1999),"Godfather, The (1972)",Saving Private Ryan (1998),"Terminator, The (1984)",Braveheart (1995),"Lord of the Rings: The Return of the King, The (2003)",American Beauty (1999),"Lord of the Rings: The Fellowship of the Ring, The (2001)",Aliens (1986),Forrest Gump (1994),Terminator 2: Judgment Day (1991),First Kid (1996),Pulp Fiction (1994),Toy Story 2 (1999),Fargo (1996),"Lion King, The (1994)",Back to the Future (1985),"Fifth Element, The (1997)",Men in Black (a.k.a. MIB) (1997),Billy Madison (1995),Aladdin (1992),Joe's Apartment (1996)
530,Pulp Fiction (1994),"Shawshank Redemption, The (1994)",Independence Day (a.k.a. ID4) (1996),Terminator 2: Judgment Day (1991),Cliffhanger (1993),GoldenEye (1995),Schindler's List (1993),Fargo (1996),Star Wars: Episode VI - Return of the Jedi (1983),Seven (a.k.a. Se7en) (1995),Ace Ventura: Pet Detective (1994),Star Wars: Episode IV - A New Hope (1977),Die Hard: With a Vengeance (1995),Mission: Impossible (1996),Toy Story (1995),"Matrix, The (1999)","Usual Suspects, The (1995)",American Beauty (1999),Four Weddings and a Funeral (1994),Dumb & Dumber (Dumb and Dumber) (1994),Jumanji (1995),"Lion King, The (1994)","Mask, The (1994)",Braveheart (1995),Interview with the Vampire: The Vampire Chronicles (1994)
531,Star Wars: Episode V - The Empire Strikes Back (1980),Bachelor Party (1984),Star Wars: Episode VI - Return of the Jedi (1983),Pulp Fiction (1994),Spider-Man 2 (2004),Minority Report (2002),"Matrix, The (1999)",Star Wars: Episode II - Attack of the Clones (2002),Arthur (1981),"Shawshank Redemption, The (1994)",Forrest Gump (1994),X-Men (2000),"Mask, The (1994)",Memento (2000),"Lord of the Rings: The Two Towers, The (2002)",Die Hard: With a Vengeance (1995),Gladiator (2000),X2: X-Men United (2003),"Lion King, The (1994)","Shaggy Dog, The (1959)",Mrs. Doubtfire (1993),Seven (a.k.a. Se7en) (1995),Star Wars: Episode I - The Phantom Menace (1999),Armed and Dangerous (1986),Pirates of the Caribbean: The Curse of the Black Pearl (2003)
532,"Dream Team, The (1989)",1900 (Novecento) (1976),Fallen Angels (Duo luo tian shi) (1995),First Reformed (2017),Venus in Fur (La Vénus à la fourrure) (2013),"Act of Killing, The (2012)",Indignation (2016),Ship of Fools (1965),I Am Not Your Negro (2017),BlacKkKlansman (2018),LBJ (2017),Taxi to the Dark Side (2007),Rude Boy (1980),Start the Revolution Without Me (1970),Bill Cunningham New York (2011),Army of Shadows (L'armée des ombres) (1969),Moonlight,Desperate Living (1977),"Unreasonable Man, An (2006)","Double, The (2013)",Down and Out in Beverly Hills (1986),Mannequin (1987),Clear and Present Danger (1994),Speed (1994),Batman (1989)
533,Death Proof (2007),"Big Bang, The (2011)","Big Mommas: Like Father, Like Son (2011)",Tracers (2015),Scenes from the Class Struggle in Beverly Hills (1989),Lost in the Sun (2015),Tormented (1960),Pawn (2013),My Big Fat Greek Wedding 2 (2016),"Rebound, The (2009)",Cyrus (2010),Ring of Terror (1962),Just Jim (2015),Just Before I Go (2014),Everything or Nothing: The Untold Story of 007 (2012),Frankenstein (2015),Blackadder's Christmas Carol (1988),Big Momma's House 2 (2006),Staten Island (2009),Cop Car (2015),Violet & Daisy (2011),WALL·E (2008),Finding Nemo (2003),Saving Private Ryan (1998),Avatar (2009)
534,"Innkeepers, The (2011)",Versus (2000),"Tree of Life, The (2011)",Project A 2 ('A' gai wak juk jap) (1987),Project A ('A' gai waak) (1983),"I'm a Cyborg, But That's OK (Saibogujiman kwenchana) (2006)",Who Am I? (Wo shi shei) (1998),Tokyo Drifter (Tôkyô nagaremono) (1966),Flesh & Blood (1985),Snake in the Eagle's Shadow (Se ying diu sau) (1978),"Great Yokai War, The (Yôkai daisensô) (2005)",Crime Story (Zhong an zu) (1993),Wendigo (2001),Close Range (2015),Bernie (2011),"Better Tomorrow II, A (Ying hung boon sik II) (1987)",Police Story (Ging chaat goo si) (1985),Tin Man (2007),Sleuth (2007),Cube 2: Hypercube (2002),Bone Tomahawk (2015),13 Hours (2016),Son of Rambow (2007),That's My Boy (2012),Live and Let Die (1973)
